trace_id,event_name,start_time,start_weekday,end_time,duration,resource,adapted
17,E,2022-08-02 12:10:00+00:00,1,2022-08-02 12:40:00+00:00,30.0,Default Resource-000006,False
17,F,2022-08-02 12:40:00+00:00,1,2022-08-02 13:10:00+00:00,30.0,Default Resource-000003,False
17,process end event,2022-08-02 13:10:00+00:00,1,2022-08-02 13:10:00+00:00,0.0,NA,False
18,process start event,2022-08-02 10:00:00+00:00,1,2022-08-02 10:00:00+00:00,0.0,NA,False
18,A,2022-08-02 10:00:00+00:00,1,2022-08-02 10:30:00+00:00,30.0,Default Resource-000004,False
18,B,2022-08-02 10:30:00+00:00,1,2022-08-02 11:00:00+00:00,30.0,Default Resource-000001,False
18,C,2022-08-02 11:00:00+00:00,1,2022-08-02 12:30:00+00:00,90.0,Default Resource-000008,False
18,D,2022-08-02 12:30:00+00:00,1,2022-08-02 13:00:00+00:00,30.0,Default Resource-000005,False
18,E,2022-08-02 13:00:00+00:00,1,2022-08-02 13:30:00+00:00,30.0,Default Resource-000002,False
18,F,2022-08-02 13:30:00+00:00,1,2022-08-02 14:00:00+00:00,30.0,Default Resource-000009,False
18,process end event,2022-08-02 14:00:00+00:00,1,2022-08-02 14:00:00+00:00,0.0,NA,False
19,process start event,2022-08-02 10:30:00+00:00,1,2022-08-02 10:30:00+00:00,0.0,NA,False
19,A,2022-08-02 10:30:00+00:00,1,2022-08-02 11:00:00+00:00,30.0,Default Resource-000010,False
19,B,2022-08-02 11:00:00+00:00,1,2022-08-02 11:40:00+00:00,40.0,Default Resource-000007,False
19,C,2022-08-02 11:40:00+00:00,1,2022-08-02 12:40:00+00:00,60.0,Default Resource-000004,False
19,D,2022-08-02 12:40:00+00:00,1,2022-08-02 13:10:00+00:00,30.0,Default Resource-000001,False
19,E,2022-08-02 13:10:00+00:00,1,2022-08-02 13:40:00+00:00,30.0,Default Resource-000008,False
19,F,2022-08-02 13:40:00+00:00,1,2022-08-02 14:10:00+00:00,30.0,Default Resource-000005,False
19,process end event,2022-08-02 14:10:00+00:00,1,2022-08-02 14:10:00+00:00,0.0,NA,False
20,process start event,2022-08-02 11:00:00+00:00,1,2022-08-02 11:00:00+00:00,0.0,NA,False
20,A,2022-08-02 11:00:00+00:00,1,2022-08-02 11:30:00+00:00,30.0,Default Resource-000006,False
20,B,2022-08-02 11:30:00+00:00,1,2022-08-02 12:20:00+00:00,50.0,Default Resource-000003,False
20,C,2022-08-02 12:20:00+00:00,1,2022-08-02 12:50:00+00:00,30.0,Default Resource-000010,False
20,D,2022-08-02 12:50:00+00:00,1,2022-08-02 13:20:00+00:00,30.0,Default Resource-000007,False
20,E,2022-08-02 13:20:00+00:00,1,2022-08-02 13:50:00+00:00,30.0,Default Resource-000004,False
20,F,2022-08-02 13:50:00+00:00,1,2022-08-02 14:20:00+00:00,30.0,Default Resource-000001,False
20,process end event,2022-08-02 14:20:00+00:00,1,2022-08-02 14:20:00+00:00,0.0,NA,False
21,process start event,2022-08-02 11:30:00+00:00,1,2022-08-02 11:30:00+00:00,0.0,NA,False
21,A,2022-08-02 11:30:00+00:00,1,2022-08-02 12:00:00+00:00,30.0,Default Resource-000002,False
21,B,2022-08-02 12:00:00+00:00,1,2022-08-02 13:00:00+00:00,60.0,Default Resource-000009,False
21,C,2022-08-02 13:00:00+00:00,1,2022-08-02 14:00:00+00:00,60.0,Default Resource-000006,False
21,D,2022-08-02 14:00:00+00:00,1,2022-08-02 14:30:00+00:00,30.0,Default Resource-000003,False
21,E,2022-08-02 14:30:00+00:00,1,2022-08-02 15:00:00+00:00,30.0,Default Resource-000010,False
21,F,2022-08-02 15:00:00+00:00,1,2022-08-02 15:30:00+00:00,30.0,Default Resource-000007,False
21,process end event,2022-08-02 15:30:00+00:00,1,2022-08-02 15:30:00+00:00,0.0,NA,False
22,process start event,2022-08-02 12:00:00+00:00,1,2022-08-02 12:00:00+00:00,0.0,NA,True
22,A,2022-08-02 12:00:00+00:00,1,2022-08-02 12:30:00+00:00,30.0,Default Resource-000008,True
22,B,2022-08-02 12:30:00+00:00,1,2022-08-02 13:20:00+00:00,50.0,Default Resource-000005,True
22,C,2022-08-02 13:20:00+00:00,1,2022-08-02 14:50:00+00:00,90.0,Default Resource-000002,True
22,D,2022-08-02 14:50:00+00:00,1,2022-08-02 15:20:00+00:00,30.0,Default Resource-000009,True
22,F,2022-08-02 16:20:00+00:00,1,2022-08-02 16:50:00+00:00,30.0,Default Resource-000003,True
22,process end event,2022-08-02 16:50:00+00:00,1,2022-08-02 16:50:00+00:00,0.0,NA,True
23,process start event,2022-08-02 12:30:00+00:00,1,2022-08-02 12:30:00+00:00,0.0,NA,False
23,A,2022-08-02 12:30:00+00:00,1,2022-08-02 13:00:00+00:00,30.0,Default Resource-000004,False
23,B,2022-08-02 13:00:00+00:00,1,2022-08-02 13:40:00+00:00,40.0,Default Resource-000001,False
23,C,2022-08-02 13:40:00+00:00,1,2022-08-02 14:40:00+00:00,60.0,Default Resource-000008,False
23,D,2022-08-02 14:40:00+00:00,1,2022-08-02 15:10:00+00:00,30.0,Default Resource-000005,False
23,E,2022-08-02 15:10:00+00:00,1,2022-08-02 15:40:00+00:00,30.0,Default Resource-000002,False
23,F,2022-08-02 15:40:00+00:00,1,2022-08-02 16:10:00+00:00,30.0,Default Resource-000009,False
23,process end event,2022-08-02 16:10:00+00:00,1,2022-08-02 16:10:00+00:00,0.0,NA,False
24,process start event,2022-08-02 13:00:00+00:00,1,2022-08-02 13:00:00+00:00,0.0,NA,False
24,A,2022-08-02 13:00:00+00:00,1,2022-08-02 13:30:00+00:00,30.0,Default Resource-000010,False
24,B,2022-08-02 13:30:00+00:00,1,2022-08-02 14:00:00+00:00,30.0,Default Resource-000007,False
24,C,2022-08-02 14:00:00+00:00,1,2022-08-02 14:30:00+00:00,30.0,Default Resource-000004,False
24,D,2022-08-02 14:30:00+00:00,1,2022-08-02 15:00:00+00:00,30.0,Default Resource-000001,False
24,E,2022-08-02 15:00:00+00:00,1,2022-08-02 15:30:00+00:00,30.0,Default Resource-000008,False
24,F,2022-08-02 15:30:00+00:00,1,2022-08-02 16:00:00+00:00,30.0,Default Resource-000005,False
24,process end event,2022-08-02 16:00:00+00:00,1,2022-08-02 16:00:00+00:00,0.0,NA,False
25,process start event,2022-08-02 13:30:00+00:00,1,2022-08-02 13:30:00+00:00,0.0,NA,False
25,A,2022-08-02 13:30:00+00:00,1,2022-08-02 14:00:00+00:00,30.0,Default Resource-000006,False
25,B,2022-08-02 14:00:00+00:00,1,2022-08-02 14:40:00+00:00,40.0,Default Resource-000003,False
25,C,2022-08-02 14:40:00+00:00,1,2022-08-02 15:40:00+00:00,60.0,Default Resource-000010,False
25,D,2022-08-02 15:40:00+00:00,1,2022-08-02 16:10:00+00:00,30.0,Default Resource-000007,False
25,E,2022-08-02 16:10:00+00:00,1,2022-08-02 16:40:00+00:00,30.0,Default Resource-000004,False
25,F,2022-08-02 16:40:00+00:00,1,2022-08-02 17:10:00+00:00,30.0,Default Resource-000001,False
25,process end event,2022-08-02 17:10:00+00:00,1,2022-08-02 17:10:00+00:00,0.0,NA,False
26,process start event,2022-08-02 14:00:00+00:00,1,2022-08-02 14:00:00+00:00,0.0,NA,True
26,A,2022-08-02 14:00:00+00:00,1,2022-08-02 14:30:00+00:00,30.0,Default Resource-000002,True
26,B,2022-08-02 14:30:00+00:00,1,2022-08-02 15:20:00+00:00,50.0,Default Resource-000009,True
26,C,2022-08-02 15:20:00+00:00,1,2022-08-02 16:50:00+00:00,90.0,Default Resource-000006,True
26,D,2022-08-02 16:50:00+00:00,1,2022-08-02 17:20:00+00:00,30.0,Default Resource-000003,True
26,F,2022-08-02 18:20:00+00:00,1,2022-08-02 18:50:00+00:00,30.0,Default Resource-000007,True
26,process end event,2022-08-02 18:50:00+00:00,1,2022-08-02 18:50:00+00:00,0.0,NA,True
27,process start event,2022-08-02 14:30:00+00:00,1,2022-08-02 14:30:00+00:00,0.0,NA,True
27,A,2022-08-02 14:30:00+00:00,1,2022-08-02 15:00:00+00:00,30.0,Default Resource-000008,True
27,B,2022-08-02 15:00:00+00:00,1,2022-08-02 16:00:00+00:00,60.0,Default Resource-000005,True
27,C,2022-08-02 16:00:00+00:00,1,2022-08-02 17:00:00+00:00,60.0,Default Resource-000002,True
27,D,2022-08-02 17:00:00+00:00,1,2022-08-02 17:30:00+00:00,30.0,Default Resource-000009,True
27,F,2022-08-02 18:30:00+00:00,1,2022-08-03 11:00:00+00:00,990.0,Default Resource-000003,True
27,process end event,2022-08-03 11:00:00+00:00,2,2022-08-03 11:00:00+00:00,0.0,NA,True
28,process start event,2022-08-02 15:00:00+00:00,1,2022-08-02 15:00:00+00:00,0.0,NA,True
28,A,2022-08-02 15:00:00+00:00,1,2022-08-02 15:30:00+00:00,30.0,Default Resource-000004,True
28,B,2022-08-02 15:30:00+00:00,1,2022-08-02 16:20:00+00:00,50.0,Default Resource-000001,True
28,C,2022-08-02 16:20:00+00:00,1,2022-08-02 16:50:00+00:00,30.0,Default Resource-000008,True
28,D,2022-08-02 16:50:00+00:00,1,2022-08-02 17:20:00+00:00,30.0,Default Resource-000005,True
28,F,2022-08-04 02:20:00+00:00,3,2022-08-04 02:50:00+00:00,30.0,Default Resource-000009,True
28,process end event,2022-08-04 02:50:00+00:00,3,2022-08-04 02:50:00+00:00,0.0,NA,True
29,process start event,2022-08-02 15:30:00+00:00,1,2022-08-02 15:30:00+00:00,0.0,NA,True
29,A,2022-08-02 15:30:00+00:00,1,2022-08-02 16:00:00+00:00,30.0,Default Resource-000010,True
29,B,2022-08-02 16:00:00+00:00,1,2022-08-02 16:40:00+00:00,40.0,Default Resource-000007,True
29,C,2022-08-02 16:40:00+00:00,1,2022-08-02 17:40:00+00:00,60.0,Default Resource-000004,True
29,D,2022-08-02 17:40:00+00:00,1,2022-08-03 10:10:00+00:00,990.0,Default Resource-000001,True
29,F,2022-08-03 11:10:00+00:00,2,2022-08-03 11:40:00+00:00,30.0,Default Resource-000005,True
29,process end event,2022-08-03 11:40:00+00:00,2,2022-08-03 11:40:00+00:00,0.0,NA,True
30,process start event,2022-08-02 16:00:00+00:00,1,2022-08-02 16:00:00+00:00,0.0,NA,False
30,A,2022-08-02 16:00:00+00:00,1,2022-08-02 16:30:00+00:00,30.0,Default Resource-000006,False
30,B,2022-08-02 16:30:00+00:00,1,2022-08-02 17:00:00+00:00,30.0,Default Resource-000003,False
30,C,2022-08-02 17:00:00+00:00,1,2022-08-02 18:30:00+00:00,90.0,Default Resource-000010,False
30,D,2022-08-02 18:30:00+00:00,1,2022-08-02 19:00:00+00:00,30.0,Default Resource-000007,False
30,E,2022-08-02 19:00:00+00:00,1,2022-08-02 19:30:00+00:00,30.0,Default Resource-000004,False
30,F,2022-08-02 19:30:00+00:00,1,2022-08-02 20:00:00+00:00,30.0,Default Resource-000001,False
30,process end event,2022-08-02 20:00:00+00:00,1,2022-08-02 20:00:00+00:00,0.0,NA,False
31,process start event,2022-08-02 16:30:00+00:00,1,2022-08-02 16:30:00+00:00,0.0,NA,False
31,A,2022-08-02 16:30:00+00:00,1,2022-08-02 17:00:00+00:00,30.0,Default Resource-000002,False
31,B,2022-08-02 17:00:00+00:00,1,2022-08-02 17:40:00+00:00,40.0,Default Resource-000009,False
31,C,2022-08-02 17:40:00+00:00,1,2022-08-02 18:40:00+00:00,60.0,Default Resource-000006,False
31,D,2022-08-02 18:40:00+00:00,1,2022-08-02 19:10:00+00:00,30.0,Default Resource-000003,False
31,E,2022-08-02 19:10:00+00:00,1,2022-08-02 19:40:00+00:00,30.0,Default Resource-000010,False
31,F,2022-08-02 19:40:00+00:00,1,2022-08-02 20:10:00+00:00,30.0,Default Resource-000007,False
31,process end event,2022-08-02 20:10:00+00:00,1,2022-08-02 20:10:00+00:00,0.0,NA,False
32,process start event,2022-08-02 17:00:00+00:00,1,2022-08-02 17:00:00+00:00,0.0,NA,True
32,A,2022-08-02 17:00:00+00:00,1,2022-08-03 09:30:00+00:00,990.0,Default Resource-000008,True
32,B,2022-08-03 09:30:00+00:00,2,2022-08-03 10:20:00+00:00,50.0,Default Resource-000005,True
32,C,2022-08-03 10:20:00+00:00,2,2022-08-03 10:50:00+00:00,30.0,Default Resource-000002,True
32,D,2022-08-03 10:50:00+00:00,2,2022-08-03 11:20:00+00:00,30.0,Default Resource-000009,True
32,F,2022-08-03 12:20:00+00:00,2,2022-08-03 12:50:00+00:00,30.0,Default Resource-000003,True
32,process end event,2022-08-03 12:50:00+00:00,2,2022-08-03 12:50:00+00:00,0.0,NA,True
33,process start event,2022-08-03 09:30:00+00:00,2,2022-08-03 09:30:00+00:00,0.0,NA,False
33,A,2022-08-03 09:30:00+00:00,2,2022-08-03 10:00:00+00:00,30.0,Default Resource-000004,False
33,B,2022-08-03 10:00:00+00:00,2,2022-08-03 11:00:00+00:00,60.0,Default Resource-000001,False
33,C,2022-08-03 11:00:00+00:00,2,2022-08-03 12:00:00+00:00,60.0,Default Resource-000008,False
33,D,2022-08-03 12:00:00+00:00,2,2022-08-03 12:30:00+00:00,30.0,Default Resource-000005,False
33,E,2022-08-03 12:30:00+00:00,2,2022-08-03 13:00:00+00:00,30.0,Default Resource-000002,False
33,F,2022-08-03 13:00:00+00:00,2,2022-08-03 13:30:00+00:00,30.0,Default Resource-000009,False
