trace_id,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@process end event,event:concept:name@process start event,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@process end event,event:event_name@process start event,event:@@index,event:start_weekday,event:trace_id,event:resource,event:duration,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@process start event#A,trace:cycle_time,adapted
104,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1465,2,192,,0.0,1,1,1,0,1,0,1,1,199.36188361666666,False
105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1473,2,193,,0.0,1,1,1,1,0,1,1,1,246.19413508333332,False
106,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1480,2,194,,0.0,1,1,1,0,1,0,1,1,296.27757935,True
107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1488,2,195,,0.0,1,1,1,1,0,1,1,1,1218.42860255,True
108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1496,2,196,,0.0,1,1,1,1,0,1,1,1,1877.18689965,True
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1504,2,197,,0.0,1,1,1,1,0,1,1,1,1216.1914417333332,True
110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1512,2,198,,0.0,1,1,1,1,0,1,1,1,295.10612565,True
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1520,2,199,,0.0,1,1,1,1,0,1,1,1,234.78203851666666,False
112,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,22,0,2,,0.0,1,1,1,0,1,0,1,1,1253.1628446,True
113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160,1,20,,0.0,1,1,1,1,0,1,1,1,220.64271446666666,False
114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1528,2,200,,0.0,1,1,1,1,0,1,1,1,233.48756465,False
115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1536,2,201,,0.0,1,1,1,1,0,1,1,1,216.02661511666668,False
116,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1543,2,202,,0.0,1,1,1,0,1,0,1,1,196.45246848333332,False
117,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1550,3,203,,0.0,1,1,1,0,1,0,1,1,241.32059276666666,False
118,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1557,4,204,,0.0,1,1,1,0,1,0,1,1,286.8329759,True
119,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1564,3,205,,0.0,1,1,1,0,1,0,1,1,216.28278985,False
120,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1571,2,206,,0.0,1,1,1,0,1,0,1,1,179.00738911666667,False
121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1579,2,207,,0.0,1,1,1,1,0,1,1,1,218.07135066666666,False
122,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1586,3,208,,0.0,1,1,1,0,1,0,1,1,240.1352611,False
123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1594,3,209,,0.0,1,1,1,1,0,1,1,1,1200.8174350166666,True
124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,168,1,21,,0.0,1,1,1,1,0,1,1,1,2027.6427087833333,True
125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1602,3,210,,0.0,1,1,1,1,0,1,1,1,1237.8539112,True
126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1610,3,211,,0.0,1,1,1,1,0,1,1,1,239.76260421666666,False
127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1618,3,212,,0.0,1,1,1,1,0,1,1,1,224.09774563333335,False
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1626,3,213,,0.0,1,1,1,1,0,1,1,1,1148.80765425,True
129,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1633,3,214,,0.0,1,1,1,0,1,0,1,1,245.24915496666668,False
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1641,3,215,,0.0,1,1,1,1,0,1,1,1,286.997414,True
131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1649,3,216,,0.0,1,1,1,1,0,1,1,1,208.2948344,False
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1657,3,217,,0.0,1,1,1,1,0,1,1,1,177.36910383333333,False
133,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1664,3,218,,0.0,1,1,1,0,1,0,1,1,218.18076088333333,False
134,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1671,4,219,,0.0,1,1,1,0,1,0,1,1,293.41052668333333,True
135,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,175,1,22,,0.0,1,1,1,0,1,0,1,1,234.62604808333333,False
136,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1678,5,220,,0.0,1,1,1,0,1,0,1,1,199.65157583333334,False
137,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1685,4,221,,0.0,1,1,1,0,1,0,1,1,218.07160116666665,False
138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1693,3,222,,0.0,1,1,1,1,0,1,1,1,236.60617048333333,False
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1701,3,223,,0.0,1,1,1,1,0,1,1,1,1211.2052493333333,True
140,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1708,4,224,,0.0,1,1,1,0,1,0,1,1,1934.1957131666666,True
141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1716,4,225,,0.0,1,1,1,1,0,1,1,1,1207.9819499333332,True
142,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1723,4,226,,0.0,1,1,1,0,1,0,1,1,292.43719468333336,True
143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1731,4,227,,0.0,1,1,1,1,0,1,1,1,212.06608163333334,False
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1739,4,228,,0.0,1,1,1,1,0,1,1,1,1111.1172864,True
145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1747,4,229,,0.0,1,1,1,1,0,1,1,1,223.08703015,False
146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,183,1,23,,0.0,1,1,1,1,0,1,1,1,297.5595557,True
147,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1754,4,230,,0.0,1,1,1,0,1,0,1,1,286.9890518166667,True
148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1762,4,231,,0.0,1,1,1,1,0,1,1,1,197.04847698333333,False
149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1770,4,232,,0.0,1,1,1,1,0,1,1,1,206.53769846666665,False
150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1778,4,233,,0.0,1,1,1,1,0,1,1,1,236.57659495,False
151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1786,4,234,,0.0,1,1,1,1,0,1,1,1,218.46072873333333,False
152,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1793,0,235,,0.0,1,1,1,0,1,0,1,1,193.72819441666667,False
153,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1800,3,236,,0.0,1,1,1,0,1,0,1,1,235.17583841666666,False
154,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1807,0,237,,0.0,1,1,1,0,1,0,1,1,296.3667841,True
155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1815,4,238,,0.0,1,1,1,1,0,1,1,1,3865.6234293166667,True
156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1823,4,239,,0.0,1,1,1,1,0,1,1,1,8277.583398216666,True
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,191,1,24,,0.0,1,1,1,1,0,1,1,1,3953.0080017,True
158,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1830,0,240,,0.0,1,1,1,0,1,0,1,1,291.31689775,True
159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1838,0,241,,0.0,1,1,1,1,0,1,1,1,242.62977365,False
160,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1845,0,242,,0.0,1,1,1,0,1,0,1,1,4022.99742295,True
161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1853,0,243,,0.0,1,1,1,1,0,1,1,1,225.28649075,False
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1861,0,244,,0.0,1,1,1,1,0,1,1,1,291.3129491,True
163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1869,0,245,,0.0,1,1,1,1,0,1,1,1,227.3370241,False
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1877,0,246,,0.0,1,1,1,1,0,1,1,1,200.86455893333334,False
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1885,0,247,,0.0,1,1,1,1,0,1,1,1,238.14622836666666,False
166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1893,0,248,,0.0,1,1,1,1,0,1,1,1,288.5100228833333,True
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1901,0,249,,0.0,1,1,1,1,0,1,1,1,215.68776728333333,False
168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,199,1,25,,0.0,1,1,1,1,0,1,1,1,178.66917525,False
169,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1908,0,250,,0.0,1,1,1,0,1,0,1,1,212.2379236,False
170,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1915,1,251,,0.0,1,1,1,0,1,0,1,1,290.02977031666666,True
171,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1922,2,252,,0.0,1,1,1,0,1,0,1,1,1211.0527429333333,True
172,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1929,1,253,,0.0,1,1,1,0,1,0,1,1,2443.4477401,True
173,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1936,0,254,,0.0,1,1,1,0,1,0,1,1,1097.5970792833334,True
174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1944,0,255,,0.0,1,1,1,1,0,1,1,1,241.10473175,False
175,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1951,1,256,,0.0,1,1,1,0,1,0,1,1,223.81456721666666,False
176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1959,1,257,,0.0,1,1,1,1,0,1,1,1,1170.41820175,True
177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1967,1,258,,0.0,1,1,1,1,0,1,1,1,236.54169141666668,False
178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1975,1,259,,0.0,1,1,1,1,0,1,1,1,289.8668070333333,True
179,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,206,1,26,,0.0,1,1,1,0,1,0,1,1,221.44236865,False
180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1983,1,260,,0.0,1,1,1,1,0,1,1,1,186.8241341,False
181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1991,1,261,,0.0,1,1,1,1,0,1,1,1,225.4871127,False
182,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1998,1,262,,0.0,1,1,1,0,1,0,1,1,247.34492035,False
183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2006,1,263,,0.0,1,1,1,1,0,1,1,1,242.39930313333332,False
184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2014,1,264,,0.0,1,1,1,1,0,1,1,1,204.69431696666666,False
185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022,1,265,,0.0,1,1,1,1,0,1,1,1,229.75042513333332,False
186,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2029,1,266,,0.0,1,1,1,0,1,0,1,1,241.54872031666667,False
187,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2036,2,267,,0.0,1,1,1,0,1,0,1,1,1146.2085878833334,True
