trace_id,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@process end event,event:concept:name@process start event,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@process end event,event:event_name@process start event,event:@@index,event:start_weekday,event:trace_id,event:resource,event:duration,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@process start event#A,trace:cycle_time,adapted
22,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,903,2,118,,0.0,1,1,1,0,1,0,1,1,290.0,True
23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,911,2,119,,0.0,1,1,1,1,0,1,1,1,220.0,False
24,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,99,2,12,,0.0,1,1,1,0,1,0,1,1,180.0,False
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,919,2,120,,0.0,1,1,1,1,0,1,1,1,220.0,False
26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,927,2,121,,0.0,1,1,1,1,0,1,1,1,290.0,True
27,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,934,2,122,,0.0,1,1,1,0,1,0,1,1,1230.0,True
28,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,941,3,123,,0.0,1,1,1,0,1,0,1,1,2150.0,True
29,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,948,4,124,,0.0,1,1,1,0,1,0,1,1,1210.0,True
30,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,955,3,125,,0.0,1,1,1,0,1,0,1,1,240.0,False
31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,963,2,126,,0.0,1,1,1,1,0,1,1,1,220.0,False
32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,971,2,127,,0.0,1,1,1,1,0,1,1,1,1190.0,True
33,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,978,3,128,,0.0,1,1,1,0,1,0,1,1,240.0,False
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,986,3,129,,0.0,1,1,1,1,0,1,1,1,290.0,True
35,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,106,1,13,,0.0,1,1,1,0,1,0,1,1,220.0,False
36,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,993,3,130,,0.0,1,1,1,0,1,0,1,1,180.0,False
37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1001,3,131,,0.0,1,1,1,1,0,1,1,1,220.0,False
38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1009,3,132,,0.0,1,1,1,1,0,1,1,1,290.0,True
39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1017,3,133,,0.0,1,1,1,1,0,1,1,1,240.0,False
40,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1024,3,134,,0.0,1,1,1,0,1,0,1,1,200.0,False
41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1032,3,135,,0.0,1,1,1,1,0,1,1,1,220.0,False
42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1040,3,136,,0.0,1,1,1,1,0,1,1,1,240.0,False
43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1048,3,137,,0.0,1,1,1,1,0,1,1,1,1210.0,True
44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1056,3,138,,0.0,1,1,1,1,0,1,1,1,2150.0,True
45,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1063,4,139,,0.0,1,1,1,0,1,0,1,1,1230.0,True
46,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,113,0,14,,0.0,1,1,1,0,1,0,1,1,290.0,True
47,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1070,5,140,,0.0,1,1,1,0,1,0,1,1,220.0,False
48,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1077,4,141,,0.0,1,1,1,0,1,0,1,1,1170.0,True
49,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1084,3,142,,0.0,1,1,1,0,1,0,1,1,220.0,False
50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1092,3,143,,0.0,1,1,1,1,0,1,1,1,290.0,True
51,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1099,4,144,,0.0,1,1,1,0,1,0,1,1,240.0,False
52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1107,4,145,,0.0,1,1,1,1,0,1,1,1,200.0,False
53,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1114,4,146,,0.0,1,1,1,0,1,0,1,1,220.0,False
54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1122,4,147,,0.0,1,1,1,1,0,1,1,1,240.0,False
55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1130,4,148,,0.0,1,1,1,1,0,1,1,1,220.0,False
56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1138,4,149,,0.0,1,1,1,1,0,1,1,1,200.0,False
57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,0,15,,0.0,1,1,1,1,0,1,1,1,240.0,False
58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1146,4,150,,0.0,1,1,1,1,0,1,1,1,290.0,True
59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1154,4,151,,0.0,1,1,1,1,0,1,1,1,1210.0,True
60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1162,4,152,,0.0,1,1,1,1,0,1,1,1,2130.0,True
61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1170,4,153,,0.0,1,1,1,1,0,1,1,1,1210.0,True
62,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1177,4,154,,0.0,1,1,1,0,1,0,1,1,290.0,True
63,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1184,0,155,,0.0,1,1,1,0,1,0,1,1,240.0,False
64,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1191,3,156,,0.0,1,1,1,0,1,0,1,1,1190.0,True
65,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1198,0,157,,0.0,1,1,1,0,1,0,1,1,220.0,False
66,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1205,4,158,,0.0,1,1,1,0,1,0,1,1,240.0,False
67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1213,4,159,,0.0,1,1,1,1,0,1,1,1,220.0,False
68,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,128,1,16,,0.0,1,1,1,0,1,0,1,1,200.0,False
69,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1220,0,160,,0.0,1,1,1,0,1,0,1,1,240.0,False
70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1228,0,161,,0.0,1,1,1,1,0,1,1,1,290.0,True
71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1236,0,162,,0.0,1,1,1,1,0,1,1,1,220.0,False
72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1244,0,163,,0.0,1,1,1,1,0,1,1,1,180.0,False
73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1252,0,164,,0.0,1,1,1,1,0,1,1,1,220.0,False
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1260,0,165,,0.0,1,1,1,1,0,1,1,1,290.0,True
75,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1267,0,166,,0.0,1,1,1,0,1,0,1,1,4110.0,True
76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1275,0,167,,0.0,1,1,1,1,0,1,1,1,7910.0,True
77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1283,0,168,,0.0,1,1,1,1,0,1,1,1,4090.0,True
78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1291,0,169,,0.0,1,1,1,1,0,1,1,1,240.0,False
79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,136,1,17,,0.0,1,1,1,1,0,1,1,1,220.0,False
80,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1298,0,170,,0.0,1,1,1,0,1,0,1,1,4070.0,True
81,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1305,1,171,,0.0,1,1,1,0,1,0,1,1,240.0,False
82,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1312,2,172,,0.0,1,1,1,0,1,0,1,1,290.0,True
83,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1319,1,173,,0.0,1,1,1,0,1,0,1,1,220.0,False
84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1327,0,174,,0.0,1,1,1,1,0,1,1,1,180.0,False
85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1335,0,175,,0.0,1,1,1,1,0,1,1,1,220.0,False
86,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1342,1,176,,0.0,1,1,1,0,1,0,1,1,290.0,True
87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1350,1,177,,0.0,1,1,1,1,0,1,1,1,240.0,False
88,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1357,1,178,,0.0,1,1,1,0,1,0,1,1,200.0,False
89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1365,1,179,,0.0,1,1,1,1,0,1,1,1,220.0,False
90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,144,1,18,,0.0,1,1,1,1,0,1,1,1,240.0,False
91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1373,1,180,,0.0,1,1,1,1,0,1,1,1,1210.0,True
92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1381,1,181,,0.0,1,1,1,1,0,1,1,1,2150.0,True
93,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1388,1,182,,0.0,1,1,1,0,1,0,1,1,1230.0,True
94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1396,1,183,,0.0,1,1,1,1,0,1,1,1,290.0,True
95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1404,1,184,,0.0,1,1,1,1,0,1,1,1,220.0,False
96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1412,1,185,,0.0,1,1,1,1,0,1,1,1,1170.0,True
97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1420,1,186,,0.0,1,1,1,1,0,1,1,1,220.0,False
98,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1427,2,187,,0.0,1,1,1,0,1,0,1,1,290.0,True
99,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1434,3,188,,0.0,1,1,1,0,1,0,1,1,240.0,False
100,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1441,2,189,,0.0,1,1,1,0,1,0,1,1,200.0,False
101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,152,1,19,,0.0,1,1,1,1,0,1,1,1,220.0,False
102,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1448,1,190,,0.0,1,1,1,0,1,0,1,1,240.0,False
103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1456,1,191,,0.0,1,1,1,1,0,1,1,1,220.0,False
104,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1463,2,192,,0.0,1,1,1,0,1,0,1,1,200.0,False
105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1471,2,193,,0.0,1,1,1,1,0,1,1,1,240.0,False
106,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1478,2,194,,0.0,1,1,1,0,1,0,1,1,290.0,True
107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1486,2,195,,0.0,1,1,1,1,0,1,1,1,1210.0,True
108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1494,2,196,,0.0,1,1,1,1,0,1,1,1,2130.0,True
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1502,2,197,,0.0,1,1,1,1,0,1,1,1,1210.0,True
110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1510,2,198,,0.0,1,1,1,1,0,1,1,1,290.0,True
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1518,2,199,,0.0,1,1,1,1,0,1,1,1,240.0,False
112,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,22,0,2,,0.0,1,1,1,0,1,0,1,1,1190.0,True
113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160,1,20,,0.0,1,1,1,1,0,1,1,1,220.0,False
114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1526,2,200,,0.0,1,1,1,1,0,1,1,1,240.0,False
115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1534,2,201,,0.0,1,1,1,1,0,1,1,1,220.0,False
116,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1541,2,202,,0.0,1,1,1,0,1,0,1,1,200.0,False
117,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1548,3,203,,0.0,1,1,1,0,1,0,1,1,240.0,False
118,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1555,4,204,,0.0,1,1,1,0,1,0,1,1,290.0,True
119,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1562,3,205,,0.0,1,1,1,0,1,0,1,1,220.0,False
120,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1569,2,206,,0.0,1,1,1,0,1,0,1,1,180.0,False
121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1577,2,207,,0.0,1,1,1,1,0,1,1,1,220.0,False
122,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1584,3,208,,0.0,1,1,1,0,1,0,1,1,290.0,True
123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1592,3,209,,0.0,1,1,1,1,0,1,1,1,1230.0,True
124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,168,1,21,,0.0,1,1,1,1,0,1,1,1,2150.0,True
125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1600,3,210,,0.0,1,1,1,1,0,1,1,1,1210.0,True
126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1608,3,211,,0.0,1,1,1,1,0,1,1,1,240.0,False
127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1616,3,212,,0.0,1,1,1,1,0,1,1,1,220.0,False
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1624,3,213,,0.0,1,1,1,1,0,1,1,1,1190.0,True
129,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1631,3,214,,0.0,1,1,1,0,1,0,1,1,240.0,False
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1639,3,215,,0.0,1,1,1,1,0,1,1,1,290.0,True
131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1647,3,216,,0.0,1,1,1,1,0,1,1,1,220.0,False
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1655,3,217,,0.0,1,1,1,1,0,1,1,1,180.0,False
133,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1662,3,218,,0.0,1,1,1,0,1,0,1,1,220.0,False
134,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1669,4,219,,0.0,1,1,1,0,1,0,1,1,290.0,True
135,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,175,1,22,,0.0,1,1,1,0,1,0,1,1,240.0,False
136,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1676,5,220,,0.0,1,1,1,0,1,0,1,1,200.0,False
137,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1683,4,221,,0.0,1,1,1,0,1,0,1,1,220.0,False
138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1691,3,222,,0.0,1,1,1,1,0,1,1,1,240.0,False
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1699,3,223,,0.0,1,1,1,1,0,1,1,1,1210.0,True
140,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1706,4,224,,0.0,1,1,1,0,1,0,1,1,2150.0,True
141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1714,4,225,,0.0,1,1,1,1,0,1,1,1,1230.0,True
142,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1721,4,226,,0.0,1,1,1,0,1,0,1,1,290.0,True
143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1729,4,227,,0.0,1,1,1,1,0,1,1,1,220.0,False
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1737,4,228,,0.0,1,1,1,1,0,1,1,1,1170.0,True
145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1745,4,229,,0.0,1,1,1,1,0,1,1,1,220.0,False
146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,183,1,23,,0.0,1,1,1,1,0,1,1,1,290.0,True
147,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1752,4,230,,0.0,1,1,1,0,1,0,1,1,240.0,False
148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1760,4,231,,0.0,1,1,1,1,0,1,1,1,200.0,False
149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1768,4,232,,0.0,1,1,1,1,0,1,1,1,220.0,False
150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1776,4,233,,0.0,1,1,1,1,0,1,1,1,240.0,False
151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1784,4,234,,0.0,1,1,1,1,0,1,1,1,220.0,False
152,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1791,0,235,,0.0,1,1,1,0,1,0,1,1,200.0,False
153,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1798,3,236,,0.0,1,1,1,0,1,0,1,1,240.0,False
154,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1805,0,237,,0.0,1,1,1,0,1,0,1,1,290.0,True
155,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1812,4,238,,0.0,1,1,1,0,1,0,1,1,4090.0,True
156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1820,4,239,,0.0,1,1,1,1,0,1,1,1,7890.0,True
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,191,1,24,,0.0,1,1,1,1,0,1,1,1,4090.0,True
158,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1827,0,240,,0.0,1,1,1,0,1,0,1,1,290.0,True
159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1835,0,241,,0.0,1,1,1,1,0,1,1,1,240.0,False
160,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1842,0,242,,0.0,1,1,1,0,1,0,1,1,4070.0,True
161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1850,0,243,,0.0,1,1,1,1,0,1,1,1,220.0,False
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1858,0,244,,0.0,1,1,1,1,0,1,1,1,240.0,False
163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1866,0,245,,0.0,1,1,1,1,0,1,1,1,220.0,False
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1874,0,246,,0.0,1,1,1,1,0,1,1,1,200.0,False
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1882,0,247,,0.0,1,1,1,1,0,1,1,1,240.0,False
166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1890,0,248,,0.0,1,1,1,1,0,1,1,1,290.0,True
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1898,0,249,,0.0,1,1,1,1,0,1,1,1,220.0,False
168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,199,1,25,,0.0,1,1,1,1,0,1,1,1,180.0,False
169,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1905,0,250,,0.0,1,1,1,0,1,0,1,1,220.0,False
170,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1912,1,251,,0.0,1,1,1,0,1,0,1,1,290.0,True
171,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1919,2,252,,0.0,1,1,1,0,1,0,1,1,1230.0,True
172,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1926,1,253,,0.0,1,1,1,0,1,0,1,1,2150.0,True
173,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1933,0,254,,0.0,1,1,1,0,1,0,1,1,1210.0,True
174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1941,0,255,,0.0,1,1,1,1,0,1,1,1,240.0,False
175,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1948,1,256,,0.0,1,1,1,0,1,0,1,1,220.0,False
176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1956,1,257,,0.0,1,1,1,1,0,1,1,1,1190.0,True
177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1964,1,258,,0.0,1,1,1,1,0,1,1,1,240.0,False
178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1972,1,259,,0.0,1,1,1,1,0,1,1,1,290.0,True
179,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,206,1,26,,0.0,1,1,1,0,1,0,1,1,220.0,False
180,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1980,1,260,,0.0,1,1,1,1,0,1,1,1,180.0,False
181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1988,1,261,,0.0,1,1,1,1,0,1,1,1,220.0,False
182,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1995,1,262,,0.0,1,1,1,0,1,0,1,1,290.0,True
183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003,1,263,,0.0,1,1,1,1,0,1,1,1,240.0,False
184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2011,1,264,,0.0,1,1,1,1,0,1,1,1,200.0,False
185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019,1,265,,0.0,1,1,1,1,0,1,1,1,220.0,False
186,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2026,1,266,,0.0,1,1,1,0,1,0,1,1,240.0,False
187,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2033,2,267,,0.0,1,1,1,0,1,0,1,1,1210.0,True
188,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2040,3,268,,0.0,1,1,1,0,1,0,1,1,2150.0,True
189,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2047,2,269,,0.0,1,1,1,0,1,0,1,1,1230.0,True
190,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,213,2,27,,0.0,1,1,1,0,1,0,1,1,290.0,True
191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2055,1,270,,0.0,1,1,1,1,0,1,1,1,220.0,False
192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2063,1,271,,0.0,1,1,1,1,0,1,1,1,1170.0,True
193,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2070,2,272,,0.0,1,1,1,0,1,0,1,1,220.0,False
194,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2078,2,273,,0.0,1,1,1,1,0,1,1,1,290.0,True
195,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2085,2,274,,0.0,1,1,1,0,1,0,1,1,240.0,False
196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2093,2,275,,0.0,1,1,1,1,0,1,1,1,200.0,False
