trace_id,event:event_name@A,event:event_name@B,event:event_name@C,event:event_name@D,event:event_name@E,event:event_name@F,event:event_name@I,event:event_name@process end event,event:event_name@process start event,event:concept:name@A,event:concept:name@B,event:concept:name@C,event:concept:name@D,event:concept:name@E,event:concept:name@F,event:concept:name@I,event:concept:name@process end event,event:concept:name@process start event,event:adaptation_action@insert,event:adaptation_action@no-action,event:adaptation_action@skip,event:@@index,event:@@case_index,event:start_weekday,event:resource,event:duration,event:trace_id,succession:concept:name@A#B,succession:concept:name@B#C,succession:concept:name@C#D,succession:concept:name@D#E,succession:concept:name@D#F,succession:concept:name@E#F,succession:concept:name@F#process end event,succession:concept:name@process end event#I,succession:concept:name@process start event#A,trace:cycle_time,adaptation_action
12,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,99,12,2,,0.0,109,1,1,1,0,1,0,1,0,1,1140.0,skip
13,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,106,13,1,,0.0,11,1,1,1,0,1,0,1,0,1,1180.0,skip
14,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,113,14,1,,0.0,110,1,1,1,0,1,0,1,0,1,260.0,skip
15,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,121,15,1,,0.0,111,1,1,1,1,0,1,1,0,1,240.0,no-action
16,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,128,16,2,,0.0,112,1,1,1,0,1,0,1,0,1,1160.0,skip
17,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,136,17,2,,0.0,113,1,1,1,1,0,1,1,0,1,220.0,no-action
18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,144,18,2,,0.0,114,1,1,1,1,0,1,1,0,1,240.0,no-action
19,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,152,19,2,,0.0,115,1,1,1,1,0,1,1,0,1,220.0,no-action
20,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,160,20,2,,0.0,116,1,1,1,1,0,1,1,0,1,200.0,no-action
21,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,168,21,2,,0.0,117,1,1,1,1,0,1,1,0,1,240.0,no-action
22,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,175,22,2,,0.0,118,1,1,1,0,1,0,1,0,1,260.0,skip
23,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,183,23,2,,0.0,119,1,1,1,1,0,1,1,0,1,220.0,no-action
24,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,190,24,1,,0.0,12,1,1,1,0,1,0,1,0,1,210.0,insert
25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,199,25,2,Inserted_Activity_resource,30.0,120,1,1,1,1,0,1,1,1,1,220.0,no-action
26,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,207,26,2,,0.0,121,1,1,1,1,0,1,1,0,1,260.0,skip
27,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,214,27,2,,0.0,122,1,1,1,0,1,0,1,0,1,1200.0,skip
28,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,221,28,3,,0.0,123,1,1,1,0,1,0,1,0,1,1160.0,skip
29,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,228,29,3,,0.0,124,1,1,1,0,1,0,1,0,1,1180.0,skip
30,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,235,30,3,,0.0,125,1,1,1,0,1,0,1,0,1,240.0,no-action
31,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,243,31,2,,0.0,126,1,1,1,1,0,1,1,0,1,220.0,no-action
32,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,251,32,2,,0.0,127,1,1,1,1,0,1,1,0,1,1160.0,skip
33,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,258,33,3,,0.0,128,1,1,1,0,1,0,1,0,1,240.0,no-action
34,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,266,34,3,,0.0,129,1,1,1,1,0,1,1,0,1,260.0,skip
35,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,273,35,1,,0.0,13,1,1,1,0,1,0,1,0,1,220.0,no-action
36,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,280,36,3,,0.0,130,1,1,1,0,1,0,1,0,1,210.0,insert
37,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,288,37,3,,0.0,131,1,1,1,1,0,1,1,0,1,220.0,no-action
38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,297,38,3,Inserted_Activity_resource,30.0,132,1,1,1,1,0,1,1,1,1,260.0,skip
39,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,305,39,3,,0.0,133,1,1,1,1,0,1,1,0,1,240.0,no-action
40,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,312,40,3,,0.0,134,1,1,1,0,1,0,1,0,1,200.0,no-action
41,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,320,41,3,,0.0,135,1,1,1,1,0,1,1,0,1,220.0,no-action
42,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,328,42,3,,0.0,136,1,1,1,1,0,1,1,0,1,240.0,no-action
43,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,336,43,3,,0.0,137,1,1,1,1,0,1,1,0,1,1180.0,skip
44,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,344,44,3,,0.0,138,1,1,1,1,0,1,1,0,1,1160.0,skip
45,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,351,45,4,,0.0,139,1,1,1,0,1,0,1,0,1,1200.0,skip
46,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,358,46,0,,0.0,14,1,1,1,0,1,0,1,0,1,260.0,skip
47,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,365,47,4,,0.0,140,1,1,1,0,1,0,1,0,1,220.0,no-action
48,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,372,48,4,,0.0,141,1,1,1,0,1,0,1,0,1,1140.0,skip
49,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,379,49,3,,0.0,142,1,1,1,0,1,0,1,0,1,220.0,no-action
50,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,387,50,3,,0.0,143,1,1,1,1,0,1,1,0,1,260.0,skip
51,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,394,51,4,,0.0,144,1,1,1,0,1,0,1,0,1,240.0,no-action
52,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,402,52,4,,0.0,145,1,1,1,1,0,1,1,0,1,200.0,no-action
53,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,409,53,4,,0.0,146,1,1,1,0,1,0,1,0,1,220.0,no-action
54,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,417,54,4,,0.0,147,1,1,1,1,0,1,1,0,1,240.0,no-action
55,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,425,55,4,,0.0,148,1,1,1,1,0,1,1,0,1,220.0,no-action
56,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,433,56,4,,0.0,149,1,1,1,1,0,1,1,0,1,200.0,no-action
57,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,441,57,0,,0.0,15,1,1,1,1,0,1,1,0,1,240.0,no-action
58,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,449,58,4,,0.0,150,1,1,1,1,0,1,1,0,1,260.0,skip
59,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,457,59,4,,0.0,151,1,1,1,1,0,1,1,0,1,1180.0,skip
60,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,465,60,4,,0.0,152,1,1,1,1,0,1,1,0,1,1140.0,skip
61,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,473,61,4,,0.0,153,1,1,1,1,0,1,1,0,1,1180.0,skip
62,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,480,62,4,,0.0,154,1,1,1,0,1,0,1,0,1,260.0,skip
63,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,487,63,0,,0.0,155,1,1,1,0,1,0,1,0,1,240.0,no-action
64,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,494,64,0,,0.0,156,1,1,1,0,1,0,1,0,1,1160.0,skip
65,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,501,65,0,,0.0,157,1,1,1,0,1,0,1,0,1,220.0,no-action
66,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,508,66,4,,0.0,158,1,1,1,0,1,0,1,0,1,240.0,no-action
67,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,516,67,4,,0.0,159,1,1,1,1,0,1,1,0,1,220.0,no-action
68,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,523,68,1,,0.0,16,1,1,1,0,1,0,1,0,1,200.0,no-action
69,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,530,69,0,,0.0,160,1,1,1,0,1,0,1,0,1,240.0,no-action
70,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,538,70,0,,0.0,161,1,1,1,1,0,1,1,0,1,260.0,skip
71,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,546,71,0,,0.0,162,1,1,1,1,0,1,1,0,1,220.0,no-action
72,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,554,72,0,,0.0,163,1,1,1,1,0,1,1,0,1,210.0,insert
73,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,562,73,0,,0.0,164,1,1,1,1,0,1,1,0,1,220.0,no-action
74,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,570,74,0,,0.0,165,1,1,1,1,0,1,1,0,1,260.0,skip
75,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,577,75,0,,0.0,166,1,1,1,0,1,0,1,0,1,4080.0,skip
76,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,585,76,0,,0.0,167,1,1,1,1,0,1,1,0,1,4040.0,skip
77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,594,77,0,Inserted_Activity_resource,30.0,168,1,1,1,1,0,1,1,1,1,4060.0,skip
78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,602,78,0,,0.0,169,1,1,1,1,0,1,1,0,1,240.0,no-action
79,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,610,79,1,,0.0,17,1,1,1,1,0,1,1,0,1,220.0,no-action
80,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,617,80,0,,0.0,170,1,1,1,0,1,0,1,0,1,4040.0,skip
81,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,624,81,1,,0.0,171,1,1,1,0,1,0,1,0,1,240.0,no-action
82,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,631,82,1,,0.0,172,1,1,1,0,1,0,1,0,1,260.0,skip
83,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,638,83,1,,0.0,173,1,1,1,0,1,0,1,0,1,220.0,no-action
84,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,646,84,0,,0.0,174,1,1,1,1,0,1,1,0,1,210.0,insert
85,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,654,85,0,,0.0,175,1,1,1,1,0,1,1,0,1,220.0,no-action
86,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,661,86,1,,0.0,176,1,1,1,0,1,0,1,0,1,260.0,skip
87,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,669,87,1,,0.0,177,1,1,1,1,0,1,1,0,1,240.0,no-action
88,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,676,88,1,,0.0,178,1,1,1,0,1,0,1,0,1,200.0,no-action
89,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,684,89,1,,0.0,179,1,1,1,1,0,1,1,0,1,220.0,no-action
90,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,692,90,1,,0.0,18,1,1,1,1,0,1,1,0,1,240.0,no-action
91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,701,91,1,Inserted_Activity_resource,30.0,180,1,1,1,1,0,1,1,1,1,1180.0,skip
92,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,709,92,1,,0.0,181,1,1,1,1,0,1,1,0,1,1160.0,skip
93,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,716,93,1,,0.0,182,1,1,1,0,1,0,1,0,1,1200.0,skip
94,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,724,94,1,,0.0,183,1,1,1,1,0,1,1,0,1,260.0,skip
95,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,732,95,1,,0.0,184,1,1,1,1,0,1,1,0,1,220.0,no-action
96,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,740,96,1,,0.0,185,1,1,1,1,0,1,1,0,1,1140.0,skip
97,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,748,97,1,,0.0,186,1,1,1,1,0,1,1,0,1,220.0,no-action
98,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,755,98,2,,0.0,187,1,1,1,0,1,0,1,0,1,260.0,skip
99,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,762,99,2,,0.0,188,1,1,1,0,1,0,1,0,1,240.0,no-action
100,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,769,100,2,,0.0,189,1,1,1,0,1,0,1,0,1,200.0,no-action
101,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,777,101,1,,0.0,19,1,1,1,1,0,1,1,0,1,220.0,no-action
102,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,784,102,1,,0.0,190,1,1,1,0,1,0,1,0,1,240.0,no-action
103,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,792,103,1,,0.0,191,1,1,1,1,0,1,1,0,1,220.0,no-action
104,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,799,104,2,,0.0,192,1,1,1,0,1,0,1,0,1,200.0,no-action
105,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,807,105,2,,0.0,193,1,1,1,1,0,1,1,0,1,240.0,no-action
106,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,814,106,2,,0.0,194,1,1,1,0,1,0,1,0,1,260.0,skip
107,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,822,107,2,,0.0,195,1,1,1,1,0,1,1,0,1,1180.0,skip
108,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,830,108,2,,0.0,196,1,1,1,1,0,1,1,0,1,1140.0,skip
109,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,838,109,2,,0.0,197,1,1,1,1,0,1,1,0,1,1180.0,skip
110,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,846,110,2,,0.0,198,1,1,1,1,0,1,1,0,1,260.0,skip
111,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,854,111,2,,0.0,199,1,1,1,1,0,1,1,0,1,240.0,no-action
112,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,861,112,0,,0.0,2,1,1,1,0,1,0,1,0,1,1160.0,skip
113,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,869,113,1,,0.0,20,1,1,1,1,0,1,1,0,1,220.0,no-action
114,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,877,114,2,,0.0,200,1,1,1,1,0,1,1,0,1,240.0,no-action
115,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,885,115,2,,0.0,201,1,1,1,1,0,1,1,0,1,220.0,no-action
116,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,892,116,2,,0.0,202,1,1,1,0,1,0,1,0,1,200.0,no-action
117,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,899,117,3,,0.0,203,1,1,1,0,1,0,1,0,1,240.0,no-action
118,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,906,118,3,,0.0,204,1,1,1,0,1,0,1,0,1,260.0,skip
119,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,913,119,3,,0.0,205,1,1,1,0,1,0,1,0,1,220.0,no-action
120,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,920,120,2,,0.0,206,1,1,1,0,1,0,1,0,1,210.0,insert
121,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,928,121,2,,0.0,207,1,1,1,1,0,1,1,0,1,220.0,no-action
122,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,935,122,3,,0.0,208,1,1,1,0,1,0,1,0,1,260.0,skip
123,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,943,123,3,,0.0,209,1,1,1,1,0,1,1,0,1,1200.0,skip
124,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,951,124,1,,0.0,21,1,1,1,1,0,1,1,0,1,1160.0,skip
125,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,959,125,3,,0.0,210,1,1,1,1,0,1,1,0,1,1180.0,skip
126,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,967,126,3,,0.0,211,1,1,1,1,0,1,1,0,1,240.0,no-action
127,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,975,127,3,,0.0,212,1,1,1,1,0,1,1,0,1,220.0,no-action
128,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,983,128,3,,0.0,213,1,1,1,1,0,1,1,0,1,1160.0,skip
129,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,990,129,3,,0.0,214,1,1,1,0,1,0,1,0,1,240.0,no-action
130,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,998,130,3,,0.0,215,1,1,1,1,0,1,1,0,1,260.0,skip
131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1007,131,3,Inserted_Activity_resource,30.0,216,1,1,1,1,0,1,1,1,1,220.0,no-action
132,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1015,132,3,,0.0,217,1,1,1,1,0,1,1,0,1,210.0,insert
133,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1022,133,3,,0.0,218,1,1,1,0,1,0,1,0,1,220.0,no-action
134,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1029,134,4,,0.0,219,1,1,1,0,1,0,1,0,1,260.0,skip
135,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1036,135,1,,0.0,22,1,1,1,0,1,0,1,0,1,240.0,no-action
136,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1043,136,4,,0.0,220,1,1,1,0,1,0,1,0,1,200.0,no-action
137,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1050,137,4,,0.0,221,1,1,1,0,1,0,1,0,1,220.0,no-action
138,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1058,138,3,,0.0,222,1,1,1,1,0,1,1,0,1,240.0,no-action
139,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1066,139,3,,0.0,223,1,1,1,1,0,1,1,0,1,1180.0,skip
140,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1073,140,4,,0.0,224,1,1,1,0,1,0,1,0,1,1160.0,skip
141,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1081,141,4,,0.0,225,1,1,1,1,0,1,1,0,1,1200.0,skip
142,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1088,142,4,,0.0,226,1,1,1,0,1,0,1,0,1,260.0,skip
143,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1096,143,4,,0.0,227,1,1,1,1,0,1,1,0,1,220.0,no-action
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1105,144,4,Inserted_Activity_resource,30.0,228,1,1,1,1,0,1,1,1,1,1140.0,skip
145,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1113,145,4,,0.0,229,1,1,1,1,0,1,1,0,1,220.0,no-action
146,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1121,146,1,,0.0,23,1,1,1,1,0,1,1,0,1,260.0,skip
147,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1128,147,4,,0.0,230,1,1,1,0,1,0,1,0,1,240.0,no-action
148,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1136,148,4,,0.0,231,1,1,1,1,0,1,1,0,1,200.0,no-action
149,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1144,149,4,,0.0,232,1,1,1,1,0,1,1,0,1,220.0,no-action
150,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1152,150,4,,0.0,233,1,1,1,1,0,1,1,0,1,240.0,no-action
151,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1160,151,4,,0.0,234,1,1,1,1,0,1,1,0,1,220.0,no-action
152,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1167,152,0,,0.0,235,1,1,1,0,1,0,1,0,1,200.0,no-action
153,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1174,153,0,,0.0,236,1,1,1,0,1,0,1,0,1,240.0,no-action
154,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1181,154,0,,0.0,237,1,1,1,0,1,0,1,0,1,260.0,skip
155,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1188,155,4,,0.0,238,1,1,1,0,1,0,1,0,1,4060.0,skip
156,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1196,156,4,,0.0,239,1,1,1,1,0,1,1,0,1,4020.0,skip
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1205,157,1,Inserted_Activity_resource,30.0,24,1,1,1,1,0,1,1,1,1,4060.0,skip
